5, 10, -6, -19
9, -4, 14, 4
-8, -4, -39, 15
-5, -15, 10, -18
17, 6, 4, -1
4, -4, 17, 33
-11, 0, -5, -6
8, -1, -24, 10
9, -2, -6, -6
-32, 7, 15, -35
13, 2, -11, -16
-13, 6, 3, 3
-12, 0, -12, 5
-4, -10, -16, -9
-10, -7, 21, 3
25, 11, 6, 23
-22, 27, 11, -8
11, -17, -7, -14
-30, -14, -13, 0
26, -10, 20, 1
-6, -1, -14, 29
20, 18, 4, 0
-6, -27, 0, 0
-15, 25, 7, 2
16, -21, -10, 1
-11, -2, 22, -3
0, -4, 28, 17
-19, -2, -7, 0
20, -6, 10, 41
22, 4, -7, 9
-34, -6, -11, -8
7, -7, 20, 21
7, -10, -25, -7
-16, -29, 4, 21
-7, -2, 3, -5
-11, -2, -19, 5
10, -3, 15, -2
-9, 15, -9, 0
-4, 10, 25, 12
-10, -2, 9, -19
3, -7, 15, -5
4, -4, -2, -14
4, -11, 9, 13
13, -12, 14, -11
-10, 7, -11, 22
-12, -6, 7, -25
24, 15, -6, 14
-14, 13, 5, -8
-3, -12, 12, 12
-26, 9, 13, -6
14, -7, -35, -27
2, -17, -25, 12
-11, 13, 21, 2
-20, 7, -17, -30
0, -24, 37, 5
-10, 9, -4, 10
-25, -7, -1, -5
11, -20, -2, 0
-19, 19, -17, 23
28, -17, -13, 15
-9, -12, 14, -20
-3, -14, 24, 11
24, 27, -41, -6
16, -5, 2, 12
6, 21, 0, -26
-20, -15, -20, 7
12, -2, 8, 0
6, 37, -8, -4
-5, 5, -10, -37
-12, 9, 22, 0
13, -2, -4, 6
4, 11, 8, -8
-8, -1, 15, -16
17, -3, -18, -22
-6, -11, 4, 33
17, 19, 15, -28
-18, -2, -19, 8
26, -13, -16, -3
-6, -12, 3, 9
6, -27, -10, 18
4, 2, 4, -20
-14, -11, 7, 34
25, -14, 17, 3
14, -3, -15, 4
3, 22, -2, -7
-11, -12, 1, 7
-5, 24, -9, -28
-5, 14, -11, -11
13, 7, -15, 0
-14, 13, 19, -10
37, -7, -35, -19
10, -19, 6, -1
-15, 14, 12, 4
-4, -4, -10, 5
12, 20, 11, -20
0, 8, -34, 10
-1, 0, 19, 15
4, 20, -4, -34
-13, -18, 7, 44
6, 27, -3, -9
-2, -10, 10, 8
12, 34, 0, 28
-25, -11, -11, -5
20, 6, 17, 16
-27, 10, -8, 4
30, -14, -27, 7
-19, 7, 19, 17
-1, 21, -8, 12
14, 3, -24, 8
-6, 2, -15, 0
19, -5, -12, 8
-19, -8, -10, 2
27, 2, 4, 22
-24, 18, -15, -13
12, 15, 1, -27
-3, -5, 26, 18
6, 10, -11, 9
1, 13, -1, -16
-5, 0, -11, -8
1, -9, 10, 33
9, 7, -31, 23
-16, -1, 4, -11
-8, -2, 12, -5
-14, 3, 2, -2
22, 3, 0, 23
-7, -14, 12, 3
-4, 21, -16, 6
-2, 4, -15, -28
-25, -6, 3, -20
11, 9, 2, 18
2, -7, 11, -20
5, -15, -28, 4
-6, 2, 25, -2
16, 5, -20, -7
-3, 5, 5, -17
13, -5, -5, 28
-12, -1, -10, 21
23, 0, -14, 1
-17, 22, -14, 11
10, 8, -4, 3
18, 0, 7, 11
-31, 19, 38, -12
17, 25, -34, 15
-4, 2, 11, 20
17, -6, 6, -30
-23, 9, -1, 3
6, -5, 9, -33
12, 17, -11, 6
15, -18, -13, -9
6, 0, 18, -32
2, -30, 19, 6
-3, 25, -4, -7
5, 13, -5, -8
-4, 8, 30, -7
-4, 22, -19, -3
20, -20, 0, -22
7, 6, -17, 24
24, 11, -35, -2
9, -26, 33, -14
-9, 14, -6, 4
-8, 3, 4, -9
5, -20, -4, 1
-1, 1, -2, 7
-16, 8, 38, 10
22, -11, -26, -16
-36, -6, 2, -2
29, 27, -5, 19
-7, -23, 11, 1
18, 0, -8, 9
16, 20, -11, -27
-16, -3, -6, 40
15, 2, 2, -14
-3, 10, 0, 4
23, -15, -28, 37
-15, 14, 0, -27
19, 8, -42, 2
-43, 0, 12, -7
-4, 0, -5, 4
-3, -18, -14, -7
-2, -29, 13, 22
0, 3, 8, -31
-8, 6, -5, -5
-12, -15, 1, -3
17, 25, -4, 0
8, -31, -10, -3
-4, 14, 1, -34
6, 16, -21, 4
-19, -4, 20, 19
-10, 12, -1, -11
-2, -10, -25, -18
16, 13, -11, 20
-19, -1, 2, -32
23, -9, 0, 8
14, 8, -23, 0
22, 6, 0, -15
3, -8, -3, 2
27, 3, -14, -10
-8, -1, 0, -5
23, 7, 11, -10
-1, 2, -23, -22
-26, 4, 14, 16
40, 4, 0, 15
11, -1, -12, 0
-10, 21, -6, 3
2, 4, 51, -12
-12, -5, -25, 27
7, 18, -3, -3
4, 9, 36, -8
-24, 2, -13, 16
24, -2, 17, 12
-6, 4, 7, -14
-40, 6, -5, 4
23, 0, -22, 33
-3, 3, -11, -8
-12, -8, 43, 30
19, 0, -19, 13
-26, 16, -19, 15
6, 3, 19, -14
-10, -5, -4, -3
0, 7, 11, -10
-3, -11, -1, 4
2, 19, -1, -8
-12, -4, -4, 5
-2, 28, -5, -21
5, -20, 0, 16
5, -14, -3, 13
7, 24, -12, -55
-29, -27, 13, 40
1, 5, -18, -61
2, 8, 10, 12
-11, 25, -2, -4
15, -11, 2, 8
-6, -11, 12, 0
-3, 10, 0, 7
5, 13, 20, -10
-8, -15, -6, -23
7, 0, 16, 13
-6, -5, -17, -16
-32, -10, -9, -12
10, 10, 14, -5
-8, -12, -16, 19
18, -5, 3, -10
-12, -23, 0, 5
-9, 22, 26, -14
14, 4, -13, 35
-14, 15, 16, -12
21, -14, -7, 35
-11, -25, -27, 16
13, 27, -7, 6
33, -28, 9, -6
-26, 19, -10, -29
30, 12, -1, 13
-28, -14, 14, -16
-1, -2, 10, 3
0, -10, -1, -19
-19, -3, -15, 30
27, 1, 1, -11
-7, 8, -17, 14
-16, -9, 21, -46
9, -7, 10, 9
-10, 11, -8, -9
25, -1, -15, 3
-15, -21, 17, 3
36, 21, -5, -6
22, -15, -14, 11
-2, 21, 2, -26
-10, 6, 4, 18
3, 26, -4, -32
9, 6, -22, -10
5, -9, -4, 22
8, 6, 0, 7
-12, -23, -23, -3
28, 25, -8, 12
-15, -36, -20, -30
10, 38, -7, 4
-6, -20, 13, 9
15, -2, -34, -19
17, 10, 0, 18
-2, 3, -1, 17
-9, -27, -2, 28
12, 0, -3, 4
-9, -14, 19, -22
-3, -15, 25, 15
3, 9, -6, 0
6, -23, 12, -18
-6, -16, -7, 22
18, -14, 34, -12
-22, 21, 34, 0
11, -20, -13, 9
-29, -5, -3, 13
16, 15, 24, 8
4, -17, 5, -17
4, 17, -2, 19
12, 23, 3, -29
3, -7, -1, 16
18, 24, -8, -12
7, -21, 9, -12
4, 8, -18, 12
-17, -11, -15, -30
-12, 10, 16, -32
12, 7, -21, -10
-12, -30, 20, 55
-7, 6, -10, -2
1, -9, 13, -16
-17, 0, -10, 1
15, 28, 32, -9
-35, -39, -14, 13
26, 2, -14, -30
-20, 25, -7, 29
10, 6, 8, -14
14, 6, 2, 10
-9, -22, -10, -14
14, -2, 12, -5
10, -8, -18, 19
-18, 7, 32, 2
14, 20, -43, 2
26, 6, -1, -23
-23, 9, 16, 19
38, 4, -20, -11
-4, 11, 13, 15
10, 23, -16, -46
12, -35, 9, -5
-15, 7, 0, -26
1, -11, 15, 2
-4, 3, 6, -12
15, 7, -15, 8
-33, 1, -7, 1
15, 9, 12, -6
18, -6, -34, -1
7, 3, -5, -16
-6, 31, 10, 25
8, -8, -30, -1
8, -1, 24, -2
-4, 3, -23, 4
11, 14, -16, -22
2, -24, 21, -1
5, -7, -10, -4
-14, 8, -13, -28
9, -16, -2, -5
-3, 33, -16, -24
15, 10, 0, 1
2, -7, -7, 6
5, 1, 27, 6
4, 17, -6, 12
2, 0, -4, -32
5, -7, -17, -17
3, 6, -6, 16
-4, 17, -3, 24
8, 4, -26, -3
-21, 4, -13, -9
-17, 14, 9, 14
16, 12, -20, -18
4, 9, -17, 4
1, -17, 34, 19
1, 2, -17, -3
-1, 10, 27, -15
-9, -6, -6, -3
0, -15, 10, -18
-30, 7, 14, 11
-4, -2, 5, -4
8, -19, 21, 13
-26, 7, 15, 27
15, 13, -21, 2
13, 6, -4, 3
-6, 0, 13, -11
9, 21, 3, -8
-7, 5, 9, 31
-20, 6, 9, -17
13, 10, 5, -1
-11, 9, 6, 1
6, 13, -16, -5
12, -10, 17, -20
-34, 24, -2, -17
18, 5, -6, 13
-9, -11, -13, -16
40, 7, -6, 20
-37, 18, 31, -6
18, 10, -36, 13
5, 4, 8, -7
-11, 6, -19, 38
2, -4, 2, -8
12, 8, -9, 50
8, 18, 29, -23
-5, 11, -18, 8
-4, -22, 10, -5
4, 8, 22, 23
3, 2, 4, -13
-3, 7, -25, -18
14, -12, 2, 0
-7, 36, 26, -46
16, 13, 11, 3
7, 4, 0, -32
19, 5, -15, 6
4, -13, -3, -29
8, -22, -1, 44
-13, -2, -15, -1
4, 16, 5, 12
19, 0, 0, 6
-23, 10, -21, 14
12, -14, 1, -10
-11, 22, 5, 11
10, 33, 9, -16
24, -4, -14, 6
20, 16, 6, -11
-8, -12, 13, 29
13, 10, -3, 1
14, 19, -30, -26
-14, 9, 15, 13
16, -27, -9, -14
8, -3, 10, -10
20, 15, 0, 1
-8, -21, 20, -11
12, 3, 7, 19
7, 2, 0, 18
-11, 19, -1, -19
-11, 0, 14, 5
-15, 10, -30, 24
11, 3, 16, -23
8, -5, 26, 9
7, -12, -24, 7
10, -22, 8, 12
6, 18, -5, 6
8, -9, 1, 4
-29, 18, -25, 19
-13, 28, 13, -30
12, -13, -30, 22
-4, 16, 27, -12
7, -30, 1, 6
22, 6, 11, 21
-16, -12, 14, 14
11, -19, 6, 1
-12, 36, 12, 7
-14, -30, 5, 2
-6, 32, 2, -26
-6, -27, -2, 23
14, 15, -12, -19
23, 2, 5, 29
0, -17, -9, -33
-20, 25, 0, -14
-1, -11, 4, -9
-6, 24, -6, 1
3, -2, 13, 14
13, 12, -31, -26
10, -32, -5, 6
5, 11, -40, -8
-10, -6, 21, 28
10, 10, -11, -5
-1, 2, 12, 10
11, -7, 19, -9
-6, 1, -2, 31
-8, -14, -20, 9
-5, 42, 31, 3
-18, -9, -17, 12
14, 7, -43, -7
0, -16, 21, 30
6, 20, -18, -5
15, 28, -20, -14
-16, -30, 5, 6
11, 26, -18, -4
3, 3, -42, -6
-7, -14, 43, 13
-10, 17, -2, -22
11, 6, -31, 2
-18, -4, 8, -3
-8, 7, -15, 23
26, -22, -8, 11
-23, 4, -4, -15
1, 17, 20, 6
-6, -23, 21, -16
4, 21, -24, -3
13, -16, 16, -2
-9, -7, -5, -11
39, -13, 24, -11
-2, -10, -28, -2
-30, 14, -7, 6
33, -20, 0, -19
-2, 9, -36, 27
8, -19, 19, -11
4, -11, -16, -23
-1, 12, 3, -19
24, 10, -7, -11
-2, -27, 30, 7
-11, 37, -16, 18
-11, -21, 4, -14
11, -4, -1, -33
13, 6, -4, 20
-24, -6, 7, 17
-24, 29, 12, 5
5, -13, 25, 1
1, 0, -17, 20
0, -13, 33, -41
-11, -8, -6, 31
7, -14, 5, -13
4, -23, 8, 33
-19, 1, 23, 1
-11, 2, -4, 1
12, -2, 5, 4
12, 2, -20, -5
-14, -23, 32, -9
-10, 21, -13, 5
15, 29, 5, -4
-8, -29, 19, 30
-2, 12, -1, -16
0, -3, 6, -6
0, 3, 1, 18
0, -7, 0, -4
-11, 7, -13, 15
-6, -18, 11, -7
6, 3, 4, -12
-7, 24, 25, -9
12, -17, -19, 4
-1, 45, -6, -21
0, -29, 34, 3
-6, 31, 3, -25
1, -11, -17, 12
9, -7, 32, 11
-30, 14, 10, 19
10, -7, 9, -24
-18, 27, 16, -11
29, -16, 7, -13
-9, 1, 23, 8
-2, -2, 41, 9
8, -11, -18, 41
5, -1, 6, -19
-10, 17, 8, -15
19, 14, -14, 28
1, 17, 23, -40
5, -19, -10, -8
25, 26, 7, -11
-7, -10, 3, -20
32, 6, -15, 4
1, -10, -10, -8
-7, 1, 2, 3
7, -4, 19, 11
13, -1, -24, -7
3, 25, 23, 18
-20, -17, 19, 17
14, 48, -11, 8
-9, -18, -10, 6
1, 14, 9, -6
-17, 4, -13, -4
17, -9, 15, 11
-8, 14, 10, 48
-6, -1, 3, -6
-2, 6, 5, -1
-17, -14, -3, -6
14, 33, -7, -17
-2, -40, -29, 37
14, -1, 8, -2
5, 14, 5, 14
-13, -8, 1, 6
-18, -1, 3, 7
22, 9, 32, 5
1, 10, 2, 14
17, -4, -22, -49
-4, 25, 2, 42
-25, -15, 23, 11
1, 9, 12, 12
-1, 4, 6, 29
-26, 6, -6, 1
24, 22, 16, 19
5, 6, -9, -23
-26, -24, -19, 14
21, 10, -11, -30
-15, -14, 31, 5
-8, 19, 19, 6
10, -3, -32, 21
2, 4, 34, 16
16, -3, -18, 27
-21, -1, 15, 13
15, -6, 3, -2
-6, -3, -21, 16
7, -33, 8, 4
4, 13, -20, 14
5, 4, 10, -4
-11, -6, -7, 5
38, 25, 17, -17
-22, 0, -4, -5
0, 1, 13, 5
-19, -25, -4, 18
13, 14, 4, -5
20, 4, -19, -2
-29, -13, 20, -19
23, 20, -6, 4
-7, -32, -3, 22
5, 25, 15, -12
6, -12, 2, 9
8, 10, 8, -8
15, 7, -26, 3
3, -39, 29, -4
1, 43, -9, 3
3, -22, 25, -11
-29, 17, -26, 16
12, -4, 17, -22
10, 12, -10, -3
-8, -7, 19, 23
6, 8, 7, -23
-9, 23, -11, 19
-10, -9, 25, -19
-12, 6, -15, 3
-15, 18, 4, -19
8, 7, 1, 24
-17, 19, -17, 12
10, -10, 5, -3
-22, -3, -8, 9
11, 3, -4, 36
-16, -11, 4, 28
26, 5, -21, -2
-23, 30, 30, -3
-1, -9, 15, -6
16, 17, -17, 7
-16, -7, -3, -24
14, 18, -1, -2
-5, -11, -30, -5
-9, -41, 6, 22
11, -12, -20, -4
3, 7, 17, 45
4, 20, 1, -20
28, -2, -20, -8
9, 20, 39, -4
1, -12, -19, 25
-5, 4, -21, 21
-5, -12, 0, 2
14, 16, 4, 5
-26, -20, 21, -14
2, 9, 20, 0
25, -8, -2, -7
-23, -1, 20, -18
32, -23, -25, 18
1, -1, 21, 8
8, 12, 1, 18
-8, -9, 23, 2
-1, 7, -26, 2
-10, -14, 14, 32
20, 30, 4, -27
-2, -14, -16, 29
5, -10, 41, -1
0, -11, -3, 12
0, 16, -1, 11
11, 3, -21, -8
-21, 18, 7, 14
13, -1, 26, -6
-2, -15, 10, 35
16, -2, -32, -18
14, -1, 16, 22
22, -14, -11, 38
-26, 9, -12, -20
10, 19, 15, -17
4, -16, -5, 18
3, -6, -9, -2
10, -4, -19, 36
4, 16, 19, -13
15, -9, 15, 3
11, 3, -15, 20
11, -5, -1, 0
20, -14, 8, 18
19, 14, -15, -25
18, -4, -42, 22
-11, -15, 4, -11
6, -10, 23, 26
23, -2, -2, -6
-8, -9, -20, -4
12, -2, 21, 26
-49, 21, -28, 33
47, -32, 11, 11
-15, 7, -12, -2
17, 7, 27, 18
1, 16, -11, -16
-21, 10, -20, -8
-2, -10, 34, 0
-20, 17, -30, -6
-13, -7, 13, -5
1, 18, 40, 21
10, -20, -7, -10
7, 19, 31, -18
-1, 4, 4, 21
3, 10, -3, -31
-6, 13, -2, 26
-14, 15, -12, 7
3, -4, 15, 15
-8, -1, -3, 6
4, 19, -28, 9
1, 21, 12, -23
-1, -6, -23, 19
-18, 19, 33, 15
32, -1, -6, -16
-11, 28, -16, 23
24, -4, 8, -9
12, 2, -26, 16
5, 27, 7, -18
2, 13, -24, -2
-10, -5, 35, -4
38, -17, 17, 10
-16, 8, 1, -21
-4, 4, 10, 7
2, 44, 20, -2
-4, -15, 6, -12
5, -14, -17, 14
-10, -8, -4, 16
-6, 6, 11, -16
-7, 8, -37, 44
-30, 3, 0, 0
13, 20, 14, 24
-22, 0, -5, 3
-10, 23, 21, -21
-5, 24, -43, -5
15, -6, -1, 14
8, -2, -5, 24
-21, -25, 3, -3
-16, 21, 6, 31
14, -6, -23, -7
-32, 12, 8, 26
9, 2, 0, -11
21, 26, -10, 26
-6, -20, 7, 19
0, 12, -8, 8
10, -5, 0, 12
2, 7, -21, 19
-8, 13, 11, -6
5, -30, 4, 1
-3, 30, -36, -7
-2, 3, 21, 19
-2, -2, -8, 10
6, 14, 7, -18
4, -7, 0, 39
17, -19, 4, -1
-12, 12, 12, 3
-11, 11, 2, 12
-14, -10, 13, -5
30, -12, 5, 12
-1, 16, -12, -16
-7, -3, 15, 3
-2, -23, 15, -9
-14, 34, 0, 33
2, -30, 0, -3
-22, 17, 17, 37
-33, 5, -4, 1
-5, -6, 9, -8
-3, 16, -28, -11
11, -26, 27, -12
-30, 13, 4, 19
36, -45, -17, -4
19, 29, 1, 34
-4, -27, -24, -1
7, 29, 38, 12
-31, 1, -31, 7
8, 1, 19, 7
-30, 15, -16, -11
27, -14, 3, -9
-20, -4, -15, 5
13, 18, 22, 22
-3, 8, 15, -18
-19, -10, -33, -4
10, 46, 24, -9
-38, -12, -12, 7
-2, 5, 43, -9
4, 20, -4, -10
30, -11, -13, 35
-55, -12, 3, -14
17, 30, 1, -10
-35, -2, 16, 5
-1, -3, 11, -4
-13, -23, 21, 13
2, 19, -17, -22
-4, -5, -23, -9
6, -30, -22, 18
-8, 2, 33, 13
-14, -20, -6, -12
-3, 3, 7, -12
-1, -18, 24, -9
1, 5, -2, 6
3, 9, -5, 0
-10, -10, 26, -2
3, 16, 13, 4
10, -14, -14, 24
-19, 15, 10, 4
28, -8, 28, -21
-30, 15, -48, 23
56, -1, -4, -2
